,Player,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age at First Season,Age at Last Season,Num Season(s),MVP(s)
759,Roger Mason,SG,['CHI' 'TOT' 'TOR' 'WAS' 'SAS' 'NYK' 'NOH' 'MIA'],45.3,8.8,14.9,1.7,4.6,35.5,0.9,2.4,34.9,0.8,2.2,36.5,44.8,0.5,0.6,86.8,0.1,1.3,1.4,1.1,0.3,0.1,0.6,1.3,4.8,22,33,10,0
760,Yao Ming*,C,HOU,60.8,59.5,31.2,6.8,13.0,51.9,0.0,0.0,25.0,6.7,13.0,51.9,51.9,5.1,6.0,84.6,2.4,6.5,8.9,1.6,0.4,1.8,2.6,3.2,18.6,22,30,8,0
761,Ronald Murray,SG,['TOT' 'MIL' 'SEA' 'CLE' 'DET' 'IND' 'ATL' 'CHA' 'CHI'],43.4,8.8,20.2,3.2,7.9,40.2,0.5,1.8,24.1,2.7,6.0,44.4,43.1,1.6,2.2,70.4,0.3,1.5,1.8,2.1,0.7,0.1,1.5,1.3,8.5,23,30,8,0
762,Boštjan Nachbar,SF,['HOU' 'TOT' 'NOH' 'NOK' 'NJN'],42.4,4.4,15.1,1.8,4.7,37.7,0.8,2.2,32.9,1.0,2.5,41.0,45.3,1.1,1.4,72.3,0.3,1.8,2.1,0.8,0.4,0.2,0.7,2.0,5.5,22,27,6,0
763,Mehmet Okur,C,['DET' 'UTA' 'NJN'],63.4,46.0,27.4,4.4,9.7,44.0,0.9,2.5,35.6,3.4,7.2,46.7,48.6,2.6,3.3,76.9,1.8,4.6,6.4,1.7,0.5,0.6,1.4,2.7,12.2,23,32,10,0
764,Chris Owens,SF,MEM,1.0,0.0,6.0,2.0,3.0,66.7,0.0,0.0,,2.0,3.0,66.7,66.7,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,23,23,1,0
765,Jannero Pargo,PG,['LAL' 'TOT' 'TOR' 'CHI' 'NOK' 'NOH' 'ATL' 'WAS' 'CHA' 'CHO'],33.1,1.1,14.2,2.3,5.9,38.0,0.8,2.3,33.4,1.5,3.5,41.1,44.9,0.5,0.6,89.4,0.2,1.0,1.2,2.0,0.4,0.1,1.1,1.3,5.8,23,35,11,0
766,Smush Parker,PG,['CLE' 'TOT' 'DET' 'PHO' 'LAL' 'MIA' 'LAC'],35.3,20.7,18.8,2.3,5.8,39.9,0.7,2.2,27.3,1.6,3.5,46.8,45.0,0.8,1.2,70.6,0.3,1.4,1.7,2.2,0.8,0.1,1.6,1.7,6.1,21,26,5,0
767,Tayshaun Prince,SF,['DET' 'TOT' 'MEM' 'BOS' 'MIN'],60.9,52.6,29.4,4.2,9.3,45.3,0.6,1.4,38.6,3.7,7.9,46.4,48.4,1.3,1.7,73.4,1.0,3.1,4.1,2.2,0.6,0.4,1.0,1.1,10.2,22,35,14,0
768,Igor Rakočević,PG,MIN,42.0,0.0,5.8,0.5,1.4,37.9,0.1,0.3,41.7,0.4,1.1,37.0,42.2,0.7,0.9,80.6,0.1,0.3,0.4,0.8,0.1,0.0,0.5,0.6,1.9,24,24,1,0
769,Efthimios Rentzias,C,PHI,35.0,0.0,4.1,0.6,1.7,33.9,0.1,0.2,50.0,0.5,1.5,31.4,37.3,0.2,0.3,88.9,0.3,0.5,0.7,0.2,0.2,0.1,0.1,0.6,1.5,27,27,1,0
770,Antoine Rigaudeau,SG,DAL,11.0,0.0,8.3,0.7,3.2,22.9,0.1,0.5,20.0,0.6,2.7,23.3,24.3,0.0,0.0,,0.4,0.4,0.7,0.5,0.3,0.0,0.5,1.0,1.5,31,31,1,0
771,Guy Rucker,PF,GSW,3.0,0.0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,25,25,1,0
772,Kareem Rush,SG,['LAL' 'TOT' 'CHA' 'IND' 'PHI' 'LAC'],43.8,11.1,15.8,2.3,5.8,36.8,0.7,2.1,32.9,1.5,3.7,39.0,42.9,0.5,0.7,78.1,0.3,1.2,1.5,1.0,0.4,0.2,0.8,1.2,5.8,22,29,7,0
773,John Salmons,SG,['PHI' 'SAC' 'TOT' 'CHI' 'MIL' 'TOR' 'NOP'],59.6,29.8,27.4,3.6,8.4,41.8,0.9,2.5,36.3,2.7,5.9,43.9,47.6,1.9,2.3,78.1,0.5,2.5,2.9,2.4,0.9,0.3,1.3,1.9,10.1,23,35,13,0
774,Jamal Sampson,PF,['MIL' 'LAL' 'CHA' 'SAC' 'DEN'],14.4,1.0,7.6,0.6,1.3,45.7,0.0,0.0,0.0,0.6,1.3,46.7,45.7,0.4,0.7,40.1,1.0,1.9,2.9,0.4,0.1,0.3,0.4,1.0,1.6,19,23,5,0
775,Predrag Savović,SG,DEN,27.0,0.0,9.5,1.1,3.4,31.2,0.1,1.0,15.4,0.9,2.5,37.3,33.3,0.8,1.1,72.4,0.3,0.6,0.9,0.8,0.5,0.0,0.8,1.2,3.1,26,26,1,0
776,Paul Shirley,PF,['ATL' 'CHI' 'PHO'],6.0,0.0,6.0,0.7,2.2,29.7,0.0,0.0,0.0,0.7,2.1,30.3,29.7,0.1,0.3,41.6,0.4,0.6,1.0,0.3,0.0,0.0,0.5,0.5,1.4,25,27,3,0
777,Tamar Slay,SG,['NJN' 'CHA'],22.0,0.0,8.3,1.2,3.5,35.4,0.2,0.9,26.0,1.0,2.6,39.0,38.5,0.2,0.4,40.0,0.5,0.8,1.3,0.5,0.4,0.0,0.7,1.4,2.8,22,24,3,0
778,Amar'e Stoudemire,PF,['PHO' 'NYK' 'TOT' 'DAL' 'MIA'],56.6,44.4,28.2,6.2,11.8,52.9,0.0,0.1,15.5,6.2,11.7,53.3,53.0,4.2,5.5,76.1,2.2,4.9,7.1,1.1,0.7,1.1,2.0,2.9,16.7,20,33,14,0
779,Cezary Trybański,C,['MEM' 'TOT' 'PHO' 'NYK'],7.2,0.0,3.0,0.1,0.8,6.2,0.0,0.0,,0.1,0.8,6.2,6.2,0.2,0.4,46.7,0.1,0.2,0.3,0.0,0.1,0.2,0.3,0.6,0.3,23,24,2,0
780,Nikoloz Tskitishvili,PF,['DEN' 'TOT' 'GSW' 'MIN' 'PHO'],28.0,2.0,7.3,0.8,2.5,31.0,0.1,0.5,21.4,0.7,2.0,33.8,32.8,0.4,0.5,64.0,0.4,0.9,1.3,0.4,0.2,0.2,0.5,0.9,2.0,19,22,4,0
781,Dajuan Wagner,SG,['CLE' 'GSW'],25.8,7.0,15.5,2.4,6.5,51.6,0.8,2.3,46.7,1.6,4.2,40.2,67.6,1.2,1.7,68.3,0.2,0.7,0.8,1.6,0.5,0.1,1.1,1.7,7.0,19,23,4,0
782,Jiří Welsch,SF,['GSW' 'BOS' 'TOT' 'CLE' 'MIL'],53.0,22.3,16.5,1.8,4.6,35.6,0.4,1.2,28.8,1.4,3.4,38.1,39.1,1.4,1.9,75.0,0.4,1.7,2.2,1.4,0.6,0.1,1.0,1.5,5.3,23,26,4,0
783,Chris Wilcox,C,['LAC' 'TOT' 'SEA' 'OKC' 'NYK' 'DET' 'BOS'],51.1,19.4,18.9,3.2,5.9,54.9,0.0,0.0,0.0,3.2,5.8,55.2,54.9,1.4,2.2,62.2,1.5,3.2,4.8,0.7,0.5,0.4,1.1,2.3,7.8,20,30,11,0
784,Mike Wilks,PG,['TOT' 'ATL' 'MIN' 'HOU' 'SAS' 'CLE' 'SEA' 'DEN' 'WAS' 'OKC'],24.4,1.3,11.3,1.1,2.6,41.6,0.2,0.5,32.5,0.9,2.0,43.2,45.7,0.6,0.8,77.2,0.3,0.9,1.1,1.2,0.4,0.0,0.6,1.0,2.9,23,30,7,0
785,Frank Williams,PG,['NYK' 'CHI'],28.7,1.0,9.6,0.7,2.5,26.9,0.2,0.8,22.5,0.5,1.7,26.1,31.4,0.3,0.4,76.0,0.1,0.6,0.8,1.7,0.3,0.2,0.7,1.0,2.0,22,24,3,0
786,Jay Williams,PG,CHI,75.0,54.0,26.1,3.6,9.1,39.9,0.9,2.7,32.2,2.8,6.4,43.1,44.6,1.4,2.1,64.0,0.4,2.2,2.6,4.7,1.1,0.2,2.3,2.4,9.5,21,21,1,0
787,Qyntel Woods,SF,['POR' 'MIA' 'NYK'],41.8,6.0,12.8,1.7,3.8,44.9,0.2,0.5,34.8,1.6,3.4,46.4,46.8,0.4,0.8,54.3,0.6,1.6,2.3,0.5,0.6,0.1,0.8,1.5,4.0,21,24,4,0
788,Vincent Yarbrough,SG,DEN,59.0,39.0,23.4,2.8,7.3,39.3,0.4,1.3,26.9,2.5,5.9,42.0,41.7,0.8,1.1,79.0,0.6,2.1,2.7,2.2,1.0,0.6,1.4,2.5,6.9,21,21,1,0
789,Carmelo Anthony,SF,['DEN' 'NYK' 'OKC' 'HOU' 'POR' 'LAL'],64.6,58.9,34.3,7.7,17.3,44.3,1.2,3.6,32.5,6.5,13.7,47.5,48.3,4.9,6.0,79.9,1.6,4.6,6.2,2.6,1.0,0.5,2.4,2.9,21.5,19,37,13,0
790,Jon Barry,SG,['DEN' 'TOT' 'ATL' 'HOU'],43.0,2.6,19.7,2.0,4.8,41.5,0.9,2.2,39.4,1.2,2.6,43.2,50.5,1.0,1.1,84.2,0.3,1.7,2.0,2.1,0.9,0.1,1.0,1.4,5.9,34,36,3,0
791,Jerome Beasley,PF,MIA,2.0,0.0,2.5,0.5,1.5,33.3,0.0,0.0,,0.5,1.5,33.3,33.3,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,23,23,1,0
792,Troy Bell,PG,MEM,6.0,0.0,5.7,0.7,3.0,22.2,0.0,0.7,0.0,0.7,2.3,28.6,22.2,0.5,0.5,100.0,0.5,0.2,0.7,0.7,0.2,0.0,1.0,1.0,1.8,23,23,1,0
793,Steve Blake,PG,['WAS' 'POR' 'TOT' 'MIL' 'DEN' 'LAC' 'LAL' 'GSW' 'DET'],57.2,23.9,24.6,2.4,6.0,39.4,1.2,3.2,37.4,1.2,2.8,41.6,49.5,0.6,0.7,75.5,0.3,1.9,2.2,4.3,0.7,0.1,1.5,1.5,6.5,23,35,13,0
794,Keith Bogans,SG,['ORL' 'CHA' 'TOT' 'HOU' 'MIL' 'SAS' 'CHI' 'NJN' 'BRK' 'BOS'],53.9,25.3,21.0,2.1,5.4,39.7,1.0,2.9,35.1,1.1,2.6,46.5,50.4,0.9,1.3,73.6,0.6,2.1,2.7,1.2,0.7,0.1,0.8,1.9,6.1,23,33,11,0
795,Curtis Borchardt,C,UTA,41.5,11.5,14.4,1.2,3.0,41.2,0.0,0.0,0.0,1.2,3.0,41.5,41.2,0.8,1.1,75.5,1.0,2.4,3.4,0.8,0.2,0.7,1.0,2.4,3.3,23,24,2,0
796,Chris Bosh*,C,['TOR' 'MIA'],68.7,67.8,35.7,7.0,14.2,49.2,0.4,1.2,30.0,6.6,13.1,50.6,50.5,5.0,6.2,79.5,2.1,6.4,8.4,2.0,0.8,1.0,2.0,2.4,19.4,19,31,13,0
797,Torraye Braggs,PF,['TOT' 'HOU' 'WAS'],9.2,0.0,7.8,0.9,1.8,49.4,0.0,0.0,,0.9,1.8,49.4,49.4,0.3,0.5,66.7,1.1,1.1,2.2,0.3,0.2,0.1,0.6,1.6,2.1,27,28,2,0
798,Žarko Čabarkapa,PF,['PHO' 'TOT' 'GSW'],38.0,0.8,9.6,1.7,3.6,46.7,0.2,0.6,29.0,1.5,3.1,49.2,48.8,0.9,1.2,80.0,0.7,1.3,2.0,0.5,0.2,0.1,0.7,1.2,4.5,22,24,3,0
799,Matt Carroll,SG,['TOT' 'POR' 'SAS' 'CHA' 'DAL'],37.9,6.7,11.8,1.5,3.6,39.6,0.4,1.2,30.4,1.1,2.5,43.0,43.9,0.9,1.1,82.6,0.2,1.1,1.3,0.5,0.3,0.1,0.6,1.2,4.2,23,32,10,0
800,Maurice Carter,SG,['TOT' 'LAL' 'NOH'],6.7,0.0,11.2,1.1,3.5,31.9,0.4,1.1,35.7,0.7,2.5,29.6,37.4,1.7,2.1,78.1,0.2,0.9,1.1,0.4,0.0,0.0,1.0,1.0,4.3,27,27,1,0
801,Brian Cook,PF,['LAL' 'TOT' 'ORL' 'HOU' 'LAC' 'WAS'],35.6,5.1,10.3,1.5,3.8,37.0,0.5,1.5,31.4,1.0,2.4,39.3,43.4,0.4,0.5,82.8,0.5,1.5,2.0,0.4,0.2,0.2,0.5,1.5,3.9,23,31,9,0
802,Omar Cook,PG,['POR' 'TOR'],11.0,0.0,11.5,1.2,3.2,33.8,0.0,0.4,0.0,1.2,2.8,38.4,33.8,0.3,0.6,50.0,0.3,0.6,0.9,2.9,0.9,0.1,0.9,1.0,2.7,22,23,2,0
803,Marquis Daniels,SG,['DAL' 'IND' 'BOS' 'MIL'],54.8,14.6,20.9,3.2,7.0,44.8,0.2,0.8,20.9,3.0,6.2,47.4,46.0,1.2,1.6,71.5,0.9,1.8,2.8,1.7,0.9,0.2,1.1,1.6,7.6,23,32,10,0
804,Josh Davis,PF,['ATL' 'PHI' 'TOT' 'MIL' 'HOU' 'PHO' 'MEM'],10.4,0.9,4.7,0.5,1.6,33.6,0.1,0.6,11.1,0.4,1.0,45.4,36.3,0.5,0.7,73.2,0.6,0.5,1.1,0.2,0.3,0.0,0.2,0.7,1.6,23,31,4,0
805,Boris Diaw,PF,['ATL' 'PHO' 'TOT' 'CHA' 'SAS' 'UTA'],66.8,36.6,26.9,3.6,7.2,49.4,0.5,1.4,33.9,3.1,5.8,52.9,52.6,0.9,1.3,70.1,1.2,3.2,4.4,3.4,0.6,0.5,1.8,2.2,8.5,21,34,14,0
806,Kaniel Dickens,PF,['POR' 'NJN' 'CLE'],6.3,0.0,4.0,0.5,1.0,54.0,0.1,0.3,33.3,0.4,0.7,51.1,57.5,0.2,0.3,75.0,0.3,0.2,0.6,0.1,0.1,0.1,0.2,0.6,1.3,25,29,3,0
807,Ronald Dupree,SF,['CHI' 'DET' 'MIN' 'TOT' 'SEA' 'TOR'],20.2,1.0,7.2,0.8,1.8,38.1,0.0,0.1,23.6,0.7,1.8,39.4,38.3,0.4,0.7,65.3,0.4,1.2,1.6,0.4,0.2,0.1,0.3,0.8,1.9,23,30,6,0
808,Ndudi Ebi,SF,MIN,9.5,0.0,14.4,3.0,5.6,47.7,0.0,0.2,0.0,3.0,5.4,49.0,47.7,1.3,2.4,40.3,1.6,2.6,4.1,0.4,0.2,0.4,0.8,2.0,7.2,19,20,2,0
809,Francisco Elson,C,['DEN' 'SAS' 'TOT' 'SEA' 'MIL' 'PHI' 'UTA'],42.1,11.8,11.7,1.2,2.7,42.9,0.0,0.0,11.2,1.2,2.7,43.1,42.9,0.4,0.8,64.6,0.9,1.8,2.7,0.4,0.3,0.3,0.6,1.5,2.8,27,35,9,0
810,Desmond Ferguson,SF,POR,7.0,0.0,4.6,0.7,1.7,41.7,0.4,1.1,37.5,0.3,0.6,50.0,54.2,0.0,0.3,0.0,0.0,0.6,0.6,0.1,0.0,0.0,0.1,0.0,1.9,26,26,1,0
811,T.J. Ford,PG,['MIL' 'TOR' 'IND' 'SAS'],53.6,38.2,25.5,3.8,8.8,42.9,0.3,1.0,26.4,3.6,7.9,45.1,44.4,2.1,2.6,80.3,0.6,2.2,2.8,5.4,1.1,0.1,2.2,2.1,10.0,20,28,8,0
812,Richie Frahm,SG,['SEA' 'POR' 'TOT' 'MIN' 'HOU' 'LAC'],28.8,0.3,11.8,1.4,3.6,40.2,0.7,2.2,34.1,0.7,1.4,51.4,50.9,0.3,0.4,63.8,0.2,1.0,1.2,0.6,0.2,0.1,0.3,0.9,3.8,26,30,4,0
813,Hiram Fuller,PF,ATL,4.0,0.0,10.8,0.8,2.0,37.5,0.0,0.0,,0.8,2.0,37.5,37.5,0.5,1.5,33.3,1.0,1.8,2.8,0.5,0.0,0.3,1.0,1.3,2.0,22,22,1,0
814,Reece Gaines,PG,['ORL' 'TOT' 'HOU' 'MIL'],18.4,0.2,8.2,0.7,2.1,36.1,0.1,0.5,26.7,0.6,1.6,40.1,38.8,0.2,0.3,59.8,0.1,0.5,0.6,0.5,0.2,0.0,0.3,0.6,1.8,23,25,3,0
815,Alex Garcia,SG,['SAS' 'NOH'],5.0,1.5,12.4,1.4,5.0,24.4,0.3,1.2,27.8,1.0,3.9,26.2,26.8,0.4,0.8,62.5,0.4,0.5,1.0,1.2,0.8,0.0,0.8,1.0,3.5,23,24,2,0
816,Willie Green,SG,['PHI' 'NOH' 'ATL' 'LAC' 'ORL'],60.9,24.8,19.5,3.2,7.5,42.2,0.7,2.0,35.8,2.4,5.5,44.4,47.5,0.9,1.2,77.4,0.3,1.4,1.7,1.3,0.5,0.2,1.0,1.7,8.0,22,33,12,0
817,Ben Handlogten,C,UTA,19.0,2.5,12.1,1.8,3.4,52.5,0.0,0.0,0.0,1.8,3.4,52.8,52.5,0.8,1.2,59.8,1.2,2.0,3.2,0.5,0.2,0.2,0.8,2.2,4.2,30,31,2,0
818,Travis Hansen,SF,ATL,41.0,4.0,12.4,1.1,3.2,35.4,0.2,0.7,30.0,0.9,2.4,37.0,38.8,0.5,0.7,81.5,0.7,1.0,1.7,0.5,0.2,0.2,0.4,1.6,3.0,25,25,1,0
819,Udonis Haslem,PF,MIA,45.9,26.3,19.3,2.4,5.0,47.8,0.0,0.2,9.3,2.4,4.8,50.2,48.4,1.1,1.4,73.9,1.4,3.9,5.3,0.7,0.4,0.2,0.7,1.9,5.9,23,41,19,0
820,Jarvis Hayes,SF,['WAS' 'DET' 'NJN'],61.0,16.4,23.8,3.4,8.0,41.7,0.9,2.6,35.2,2.4,5.5,45.4,47.7,0.9,1.1,78.9,0.6,2.6,3.2,1.1,0.7,0.1,0.9,2.0,8.5,22,28,7,0
821,Shane Heal,PG,SAS,6.0,0.0,12.0,1.2,4.0,29.2,0.7,3.0,22.2,0.5,1.0,50.0,37.5,0.7,0.8,80.0,0.2,0.5,0.7,0.8,0.2,0.0,0.8,0.3,3.7,33,33,1,0
822,Kirk Hinrich,PG,['CHI' 'TOT' 'WAS' 'ATL'],58.6,42.5,27.6,3.4,8.3,39.7,1.2,3.1,36.8,2.3,5.2,41.4,46.9,1.3,1.7,80.2,0.3,2.3,2.6,4.2,1.0,0.2,1.6,2.5,9.3,23,35,13,0
823,Josh Howard,SF,['DAL' 'TOT' 'WAS' 'UTA' 'MIN'],45.2,34.6,27.7,4.9,11.3,42.8,0.6,2.1,30.7,4.3,9.3,45.5,45.5,2.6,3.5,74.1,1.4,3.5,4.9,1.4,0.9,0.5,1.3,2.5,13.1,23,32,10,0
824,Brandon Hunter,PF,['BOS' 'ORL'],33.5,6.0,9.2,1.4,2.8,48.2,0.0,0.0,0.0,1.4,2.8,48.8,48.2,0.6,1.2,49.0,1.1,1.6,2.8,0.3,0.2,0.1,0.6,1.2,3.3,23,24,2,0
825,LeBron James,SF,['CLE' 'MIA' 'LAL'],71.9,71.8,38.0,9.9,19.6,50.7,1.6,4.6,34.6,8.3,15.0,55.8,54.8,5.7,7.7,73.1,1.2,6.4,7.5,7.4,1.5,0.8,3.5,1.8,27.1,19,37,19,4
826,Britton Johnsen,C,['ORL' 'IND'],13.0,2.5,14.5,1.0,3.4,28.0,0.0,0.6,4.2,0.9,2.7,33.7,28.5,0.2,0.4,43.8,0.8,1.2,2.0,0.6,0.3,0.0,0.6,1.5,2.0,24,25,2,0
827,Linton Johnson,PF,['CHI' 'SAS' 'TOT' 'NJN' 'NOK' 'PHO' 'TOR' 'CHA'],17.1,2.8,9.5,1.0,2.5,38.7,0.2,0.5,31.0,0.9,2.0,40.1,41.3,0.3,0.4,72.3,0.6,1.4,2.0,0.3,0.3,0.2,0.6,1.2,2.4,23,28,6,0
828,Dahntay Jones,SF,['MEM' 'SAC' 'DEN' 'IND' 'TOT' 'DAL' 'ATL' 'LAC' 'CLE'],46.8,11.7,15.5,2.0,4.7,40.3,0.2,0.7,27.4,1.8,4.0,43.0,42.4,1.2,1.6,72.6,0.4,1.4,1.8,0.8,0.4,0.3,0.7,1.9,5.4,23,36,13,0
829,James Jones,SF,['IND' 'PHO' 'POR' 'MIA' 'CLE'],50.6,6.6,13.9,1.5,3.7,38.8,1.0,2.5,39.2,0.5,1.3,38.2,52.4,0.7,0.8,80.2,0.3,1.3,1.6,0.5,0.3,0.3,0.3,1.1,4.6,23,36,14,0
830,Chris Kaman,C,['LAC' 'NOH' 'DAL' 'LAL' 'POR'],56.5,41.4,25.6,4.6,9.4,48.8,0.0,0.0,2.8,4.6,9.3,49.1,48.9,1.7,2.3,75.8,1.9,5.3,7.2,1.3,0.4,1.2,2.0,2.5,10.9,21,33,13,0
831,Jason Kapono,SF,['CLE' 'CHA' 'MIA' 'TOR' 'PHI' 'LAL'],56.6,9.7,15.8,2.2,5.1,41.3,0.8,1.8,38.9,1.4,3.2,43.2,48.3,0.5,0.5,79.6,0.3,1.2,1.5,0.7,0.3,0.0,0.6,1.3,5.6,22,30,9,0
832,Kyle Korver,SG,['PHI' 'TOT' 'UTA' 'CHI' 'ATL' 'CLE' 'MIL'],62.8,19.3,24.4,3.3,7.4,44.2,2.0,4.6,42.6,1.3,2.8,46.9,57.6,1.0,1.2,86.9,0.2,2.5,2.8,1.6,0.6,0.3,1.0,2.0,9.5,22,38,17,0
833,Maciej Lampe,C,['PHO' 'TOT' 'NOH' 'NOK' 'HOU'],15.3,0.0,8.1,1.0,2.9,29.4,0.0,0.1,29.2,0.9,2.8,29.5,29.8,0.2,0.5,47.0,0.6,1.4,2.0,0.4,0.1,0.1,0.5,1.0,2.2,18,20,3,0
834,Raül López,PG,UTA,56.5,13.0,18.2,2.2,5.4,42.6,0.4,1.2,36.9,1.8,4.1,43.4,47.6,1.0,1.2,84.0,0.2,1.3,1.6,3.8,0.8,0.0,1.8,2.4,6.1,23,24,2,0
835,Keith McLeod,PG,['MIN' 'UTA' 'TOT' 'GSW' 'IND'],41.3,16.2,16.9,1.6,4.5,36.6,0.3,1.0,28.5,1.4,3.6,38.4,39.8,1.5,1.8,83.0,0.2,1.0,1.2,2.4,0.6,0.1,1.2,1.5,5.1,24,27,4,0
836,Darko Miličić,C,['DET' 'TOT' 'ORL' 'MEM' 'NYK' 'MIN' 'BOS'],39.6,16.2,15.6,2.1,4.6,42.2,0.0,0.0,0.0,2.1,4.6,42.5,42.2,0.6,1.1,55.1,1.0,2.4,3.4,0.8,0.4,1.0,1.1,1.9,4.9,18,27,10,0
837,Travis Outlaw,SF,['POR' 'TOT' 'LAC' 'NJN' 'SAC'],50.5,8.0,18.8,2.9,6.9,41.5,0.6,1.7,33.8,2.3,5.2,43.4,45.4,1.4,1.8,73.8,0.8,2.1,2.9,0.8,0.5,0.5,0.8,1.4,7.7,19,29,11,0
838,Zaza Pachulia,C,['ORL' 'MIL' 'ATL' 'DAL' 'GSW' 'DET'],68.6,32.2,20.2,2.4,5.0,46.9,0.0,0.0,0.0,2.4,5.0,47.2,46.9,2.0,2.6,75.0,2.2,3.6,5.7,1.3,0.7,0.3,1.3,2.5,6.7,19,34,16,0
839,Sasha Pavlović,SG,['UTA' 'CLE' 'MIN' 'TOT' 'DAL' 'NOH' 'BOS' 'POR'],46.0,11.5,14.8,1.6,4.0,38.9,0.5,1.5,33.5,1.1,2.6,42.4,45.3,0.5,0.7,56.6,0.2,1.4,1.6,0.9,0.4,0.2,0.7,1.6,4.1,20,29,10,0
840,Desmond Penigar,PF,ORL,10.0,0.0,8.9,1.4,2.8,50.0,0.0,0.0,,1.4,2.8,50.0,50.0,0.4,0.4,100.0,0.6,1.8,2.4,0.3,0.2,0.2,0.6,1.4,3.2,22,22,1,0
841,Kirk Penney,SG,['MIA' 'LAC'],3.0,0.0,6.0,0.4,1.9,25.0,0.2,0.9,16.7,0.2,1.0,25.0,29.2,0.0,0.0,,0.0,0.4,0.4,0.4,0.2,0.0,1.0,0.2,1.0,23,24,2,0
842,Kendrick Perkins,C,['BOS' 'TOT' 'OKC' 'CLE' 'NOP'],48.8,32.9,20.0,1.9,3.7,50.9,0.0,0.0,0.0,1.9,3.7,51.0,50.9,1.0,1.7,57.0,1.5,3.8,5.3,1.0,0.3,0.9,1.5,2.5,4.8,19,33,14,0
843,Mickaël Piétrus,SF,['GSW' 'ORL' 'TOT' 'PHO' 'BOS' 'TOR'],51.2,14.7,21.0,2.8,6.6,41.1,1.3,3.6,35.2,1.5,3.1,47.4,50.7,1.1,1.6,65.5,0.7,2.2,2.9,0.7,0.6,0.4,1.0,2.1,7.8,21,30,10,0
844,Zoran Planinić,PG,NJN,49.3,3.3,10.8,1.4,3.3,40.7,0.2,0.9,29.6,1.1,2.5,44.7,44.4,0.9,1.3,67.6,0.3,1.0,1.3,1.1,0.4,0.1,0.8,1.6,3.8,21,23,3,0
845,Luke Ridnour,PG,['SEA' 'MIL' 'MIN' 'TOT' 'CHA' 'ORL'],63.6,36.2,24.5,3.2,7.6,42.1,0.7,2.0,34.2,2.6,5.6,45.0,46.7,1.3,1.5,81.5,0.4,1.7,2.1,4.1,0.9,0.2,1.5,2.0,8.5,22,33,12,0
846,Theron Smith,SF,['MEM' 'CHA'],26.5,2.5,12.2,1.0,3.2,34.8,0.2,0.5,37.5,0.8,2.7,32.7,38.8,0.4,0.4,81.2,1.0,1.8,2.8,0.6,0.2,0.2,0.8,1.4,2.7,23,24,2,0
847,Darius Songaila,PF,['SAC' 'CHI' 'WAS' 'NOH' 'PHI'],61.9,9.9,17.4,2.7,5.4,49.6,0.0,0.0,9.5,2.7,5.4,49.8,49.7,1.0,1.2,80.5,1.0,2.1,3.2,1.1,0.6,0.2,1.0,2.3,6.4,25,32,8,0
848,Mike Sweetney,C,['NYK' 'CHI'],58.2,18.2,14.5,2.2,4.6,47.7,0.0,0.0,0.0,2.2,4.6,47.8,47.7,1.5,2.2,67.2,1.6,2.6,4.2,0.6,0.3,0.4,1.1,2.3,6.0,21,24,4,0
849,Ime Udoka,SF,['LAL' 'NYK' 'POR' 'SAS' 'SAC'],45.1,11.4,14.8,1.5,3.7,37.0,0.4,1.4,24.6,1.0,2.4,42.4,41.5,0.5,0.8,62.1,0.6,1.9,2.4,0.9,0.5,0.2,0.6,1.4,3.9,26,33,7,0
850,Slavko Vraneš,C,POR,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,21,1,0
851,Dwyane Wade,SG,['MIA' 'CHI' 'TOT' 'CLE'],62.3,50.7,32.7,7.6,16.0,47.3,0.5,1.7,27.6,7.1,14.2,49.6,48.9,5.0,6.5,75.6,1.1,3.4,4.5,5.2,1.5,0.8,3.0,2.2,20.7,22,37,16,0
852,Luke Walton,SF,['LAL' 'TOT' 'CLE'],49.5,11.5,15.4,1.6,3.8,40.3,0.3,0.9,30.6,1.3,2.9,43.9,44.2,0.5,0.7,67.0,0.7,1.7,2.5,2.0,0.5,0.1,1.0,1.4,3.9,23,32,10,0
853,David West,PF,['NOH' 'NOK' 'IND' 'SAS' 'GSW'],68.9,49.5,27.8,5.4,10.9,49.7,0.1,0.2,26.9,5.3,10.7,50.1,50.0,2.4,3.0,79.2,1.7,4.6,6.3,2.1,0.7,0.8,1.6,2.3,13.3,23,37,15,0
854,Mo Williams,PG,['UTA' 'MIL' 'CLE' 'TOT' 'LAC' 'POR' 'MIN' 'CHO'],55.5,36.1,29.0,4.9,11.6,42.3,1.4,3.8,35.7,3.5,7.8,45.0,48.1,2.0,2.3,86.7,0.4,2.2,2.7,5.1,0.8,0.1,2.3,2.4,13.3,21,33,13,0
